"Date";"H";"Datenum"
"1942-09-27";1.68;46156
"1942-09-28";2.4;46157
"1942-09-29";2.36;46158
"1942-09-30";2.56;46159
"1942-10-01";2.6;46160
"1942-10-02";2.28;46161
"1942-10-03";2.06;46162
"1942-10-04";1.9;46163
"1942-10-05";1.56;46164
"1942-10-06";1.2;46165
"1942-10-07";0.92;46166
"1942-10-08";0.8;46167
"1942-10-09";0.76;46168
"1942-10-10";0.82;46169
"1942-10-11";0.92;46170
"1942-10-12";0.86;46171
"1942-10-13";0.68;46172
"1942-10-14";0.66;46173
"1942-10-15";0.56;46174
"1942-10-16";0.5;46175
"1942-10-17";0.46;46176
"1942-10-18";0.4;46177
"1942-10-19";0.44;46178
"1942-10-20";0.24;46179
"1942-10-21";0.24;46180
"1942-10-22";0.22;46181
"1942-10-23";0.22;46182
"1942-10-24";0.22;46183
"1942-10-25";0.28;46184
"1942-10-26";0.56;46185
"1942-10-27";0.88;46186
"1942-10-28";1.2;46187
"1942-10-29";3.8;46188
"1942-10-30";3.14;46189
"1942-10-31";3.16;46190
"1942-11-01";5.22;46191
"1942-11-02";4.26;46192
"1942-11-03";3.74;46193
"1942-11-04";3.7;46194
"1942-11-05";3.52;46195
"1942-11-06";3.48;46196
"1942-11-07";3.75;46197
"1942-11-08";3.78;46198
"1942-11-09";3.48;46199
"1942-11-10";3.1;46200
"1942-11-11";3;46201
"1942-11-12";2.78;46202
"1942-11-13";2.64;46203
"1942-11-14";2.38;46204
"1942-11-15";2.24;46205
"1942-11-16";2.04;46206
"1942-11-17";1.76;46207
"1942-11-18";1.6;46208
"1942-11-19";1.42;46209
"1942-11-20";1.4;46210
"1942-11-21";1.36;46211
"1942-11-22";1.32;46212
"1942-11-23";1.18;46213
"1942-11-24";1.12;46214
"1942-11-25";1.04;46215
"1942-11-26";1.02;46216
"1942-11-27";0.98;46217
"1942-11-28";0.9;46218
"1942-11-29";0.88;46219
"1942-11-30";0.82;46220
"1942-12-01";0.8;46221
"1942-12-02";0.8;46222
"1942-12-03";0.74;46223
"1942-12-04";0.68;46224
"1942-12-05";0.6;46225
"1942-12-06";0.62;46226
"1942-12-07";0.8;46227
"1942-12-08";0.8;46228
"1942-12-09";1.06;46229
"1942-12-10";1.1;46230
"1942-12-11";1.16;46231
"1942-12-12";2.94;46232
"1942-12-13";2.86;46233
"1942-12-14";2.2;46234
"1942-12-15";2.34;46235
"1942-12-16";3.04;46236
"1942-12-17";2.72;46237
"1942-12-18";3.2;46238
"1942-12-19";4.56;46239
"1942-12-20";3.2;46240
"1942-12-21";2.9;46241
"1942-12-22";2.66;46242
"1942-12-23";2.48;46243
"1942-12-24";2.24;46244
"1942-12-25";2.14;46245
"1942-12-26";1.92;46246
"1942-12-27";1.8;46247
"1942-12-28";1.54;46248
"1942-12-29";1.52;46249
"1942-12-30";1.4;46250
"1942-12-31";1.32;46251
"1943-01-01";1.22;46252
"1943-01-02";1.12;46253
"1943-01-03";1.16;46254
"1943-01-04";1.32;46255
"1943-01-05";1.7;46256
"1943-01-06";1.8;46257
"1943-01-07";1.84;46258
"1943-01-08";2.2;46259
"1943-01-09";2.18;46260
"1943-01-10";2.2;46261
"1943-01-11";2.3;46262
"1943-01-12";2.6;46263
"1943-01-13";3.12;46264
"1943-01-14";3.02;46265
"1943-01-15";3.38;46266
"1943-01-16";3.52;46267
"1943-01-17";3.3;46268
"1943-01-18";3.08;46269
"1943-01-19";3.94;46270
"1943-01-20";3.1;46271
"1943-01-21";2.98;46272
"1943-01-22";2.94;46273
"1943-01-23";2.9;46274
"1943-01-24";3;46275
"1943-01-25";2.98;46276
"1943-01-26";2.8;46277
"1943-01-27";2.6;46278
"1943-01-28";2.32;46279
"1943-01-29";2.18;46280
"1943-01-30";2.06;46281
"1943-01-31";1.92;46282
"1943-02-01";1.92;46283
"1943-02-02";2;46284
"1943-02-03";2.18;46285
"1943-02-04";2.36;46286
"1943-02-05";2.3;46287
"1943-02-06";2.24;46288
"1943-02-07";2.06;46289
"1943-02-08";2.1;46290
"1943-02-09";2.06;46291
"1943-02-10";2.05;46292
"1943-02-11";2.06;46293
"1943-02-12";2.02;46294
"1943-02-13";2.02;46295
"1943-02-14";1.96;46296
"1943-02-15";1.9;46297
"1943-02-16";1.98;46298
"1943-02-17";1.9;46299
"1943-02-18";2;46300
"1943-02-19";2;46301
"1943-02-20";2.02;46302
"1943-02-21";1.96;46303
"1943-02-22";1.8;46304
"1943-02-23";1.7;46305
"1943-02-24";1.58;46306
"1943-02-25";1.64;46307
"1943-02-26";1.5;46308
"1943-02-27";1.5;46309
"1943-02-28";1.46;46310
"1943-03-01";1.28;46311
"1943-03-02";1.2;46312
"1943-03-03";1.2;46313
"1943-03-04";1.2;46314
"1943-03-05";1.2;46315
"1943-03-06";1.32;46316
"1943-03-07";1.36;46317
"1943-03-08";1.28;46318
"1943-03-09";1.24;46319
"1943-03-10";1.2;46320
"1943-03-11";1.14;46321
"1943-03-12";1.08;46322
"1943-03-13";1.06;46323
"1943-03-14";1;46324
"1943-03-15";0.9;46325
"1943-03-16";1.02;46326
"1943-03-17";0.98;46327
"1943-03-18";1.04;46328
"1943-03-19";0.98;46329
"1943-03-20";0.96;46330
"1943-03-21";0.96;46331
"1943-03-22";0.86;46332
"1943-03-23";0.84;46333
"1943-03-24";0.82;46334
"1943-03-25";1.34;46335
"1943-03-26";3.45;46336
"1943-03-27";3.28;46337
"1943-03-28";2.64;46338
"1943-03-29";2.18;46339
"1943-03-30";2.14;46340
"1943-03-31";2;46341
"1943-04-01";1.82;46342
"1943-04-02";1.68;46343
"1943-04-03";1.7;46344
"1943-04-04";2.1;46345
"1943-04-05";2.02;46346
"1943-04-06";1.9;46347
"1943-04-07";1.82;46348
"1943-04-08";1.86;46349
"1943-04-09";1.74;46350
"1943-04-10";1.52;46351
"1943-04-11";1.42;46352
"1943-04-12";1.28;46353
"1943-04-13";1.24;46354
"1943-04-14";1.38;46355
"1943-04-15";1.4;46356
"1943-04-16";1.4;46357
"1943-04-17";1.32;46358
"1943-04-18";1.2;46359
"1943-04-19";1.14;46360
"1943-04-20";1.12;46361
"1943-04-21";1.18;46362
"1943-04-22";1.38;46363
"1943-04-23";2.26;46364
"1943-04-24";1.98;46365
"1943-04-25";1.86;46366
"1943-04-26";1.84;46367
"1943-04-27";1.7;46368
"1943-04-28";1.64;46369
"1943-04-29";1.64;46370
"1943-04-30";1.58;46371
"1943-05-01";1.52;46372
"1943-05-02";1.38;46373
"1943-05-03";1.42;46374
"1943-05-04";1.62;46375
"1943-05-05";1.64;46376
"1943-05-06";1.6;46377
"1943-05-07";2.04;46378
"1943-05-08";2.18;46379
"1943-05-09";2;46380
"1943-05-10";2;46381
"1943-05-11";2.04;46382
"1943-05-12";2.08;46383
"1943-05-13";2.02;46384
"1943-05-14";1.92;46385
"1943-05-15";1.9;46386
"1943-05-16";1.9;46387
"1943-05-17";1.9;46388
"1943-05-18";1.88;46389
"1943-05-19";1.74;46390
"1943-05-20";1.76;46391
"1943-05-21";1.68;46392
"1943-05-22";1.7;46393
"1943-05-23";1.76;46394
"1943-05-24";1.6;46395
"1943-05-25";1.5;46396
"1943-05-26";1.86;46397
"1943-05-27";1.76;46398
"1943-05-28";1.62;46399
"1943-05-29";1.46;46400
"1943-05-30";1.4;46401
"1943-05-31";1.32;46402
"1943-06-01";1.42;46403
"1943-06-02";1.56;46404
"1943-06-03";1.7;46405
"1943-06-04";1.6;46406
"1943-06-05";1.54;46407
"1943-06-06";1.6;46408
"1943-06-07";1.66;46409
"1943-06-08";1.62;46410
"1943-06-09";1.84;46411
"1943-06-10";1.86;46412
"1943-06-11";1.7;46413
"1943-06-12";1.68;46414
"1943-06-13";1.48;46415
"1943-06-14";1.4;46416
"1943-06-15";1.5;46417
"1943-06-16";1.8;46418
"1943-06-17";1.7;46419
"1943-06-18";1.72;46420
"1943-06-19";2.05;46421
"1943-06-20";2.2;46422
"1943-06-21";2.02;46423
"1943-06-22";1.94;46424
"1943-06-23";1.94;46425
"1943-06-24";1.9;46426
"1943-06-25";1.74;46427
"1943-06-26";1.58;46428
"1943-06-27";1.5;46429
"1943-06-28";1.38;46430
"1943-06-29";1.36;46431
"1943-06-30";1.3;46432
"1943-07-01";1.26;46433
"1943-07-02";1.18;46434
"1943-07-03";1.1;46435
"1943-07-04";1.06;46436
"1943-07-05";0.94;46437
"1943-07-06";0.84;46438
"1943-07-07";0.86;46439
"1943-07-08";0.86;46440
"1943-07-09";0.82;46441
"1943-07-10";0.82;46442
"1943-07-11";0.82;46443
"1943-07-12";1.1;46444
"1943-07-13";1.06;46445
"1943-07-14";1.04;46446
"1943-07-15";0.9;46447
"1943-07-16";0.82;46448
"1943-07-17";0.8;46449
"1943-07-18";0.74;46450
"1943-07-19";0.62;46451
"1943-07-20";0.6;46452
"1943-07-21";0.76;46453
"1943-07-22";1.14;46454
"1943-07-23";0.86;46455
"1943-07-24";0.78;46456
"1943-07-25";0.72;46457
"1943-07-26";0.88;46458
"1943-07-27";0.86;46459
"1943-07-28";0.95;46460
"1943-07-29";1.18;46461
"1943-07-30";1.24;46462
"1943-07-31";1.1;46463
"1943-08-01";1.16;46464
"1943-08-02";0.92;46465
"1943-08-03";0.86;46466
"1943-08-04";1.04;46467
"1943-08-05";1.08;46468
"1943-08-06";1.12;46469
"1943-08-07";1.02;46470
"1943-08-08";0.98;46471
"1943-08-09";0.76;46472
"1943-08-10";0.78;46473
"1943-08-11";0.78;46474
"1943-08-12";0.76;46475
"1943-08-13";0.7;46476
"1943-08-14";0.7;46477
"1943-08-15";0.74;46478
"1943-08-16";0.66;46479
"1943-08-17";0.64;46480
"1943-08-18";0.76;46481
"1943-08-19";0.62;46482
"1943-08-20";0.58;46483
"1943-08-21";0.6;46484
"1943-08-22";0.76;46485
"1943-08-23";0.8;46486
"1943-08-24";1.12;46487
"1943-08-25";0.96;46488
"1943-08-26";0.9;46489
"1943-08-27";0.9;46490
"1943-08-28";0.88;46491
"1943-08-29";0.88;46492
"1943-08-30";0.68;46493
"1943-08-31";0.58;46494
"1943-09-01";0.52;46495
"1943-09-02";0.48;46496
"1943-09-03";0.34;46497
"1943-09-04";0.32;46498
"1943-09-05";0.46;46499
"1943-09-06";0.28;46500
"1943-09-07";0.18;46501
"1943-09-08";0.28;46502
"1943-09-09";0.26;46503
"1943-09-10";0.28;46504
"1943-09-11";0.32;46505
"1943-09-12";0.32;46506
"1943-09-13";0.2;46507
"1943-09-14";0.36;46508
"1943-09-15";0.64;46509
"1943-09-16";1.44;46510
"1943-09-17";1.4;46511
"1943-09-18";1.22;46512
"1943-09-19";1.6;46513
"1943-09-20";1.4;46514
"1943-09-21";1.3;46515
"1943-09-22";1.38;46516
"1943-09-23";3.9;46517
"1943-09-24";3.66;46518
"1943-09-25";3.12;46519
"1943-09-26";3.32;46520
"1943-09-27";3.2;46521
"1943-09-28";3;46522
"1943-09-29";2.78;46523
"1943-09-30";2.4;46524
"1943-10-01";2.08;46525
"1943-10-02";1.78;46526
"1943-10-03";1.54;46527
"1943-10-04";1.24;46528
"1943-10-05";1;46529
"1943-10-06";0.92;46530
"1943-10-07";0.88;46531
"1943-10-08";0.82;46532
"1943-10-09";0.7;46533
"1943-10-10";0.74;46534
"1943-10-11";0.66;46535
"1943-10-12";0.56;46536
"1943-10-13";0.52;46537
"1943-10-14";0.46;46538
"1943-10-15";0.38;46539
"1943-10-16";0.38;46540
"1943-10-17";0.34;46541
"1943-10-18";2.95;46542
"1943-10-19";2.22;46543
"1943-10-20";2.68;46544
"1943-10-21";2.2;46545
"1943-10-22";1.84;46546
"1943-10-23";1.68;46547
"1943-10-24";1.42;46548
"1943-10-25";3.78;46549
"1943-10-26";5.28;46550
"1943-10-27";3;46551
"1943-10-28";2.5;46552
"1943-10-29";2;46553
"1943-10-30";1.76;46554
"1943-10-31";1.56;46555
"1943-11-01";1.36;46556
"1943-11-02";2.56;46557
"1943-11-03";2.6;46558
"1943-11-04";2.06;46559
"1943-11-05";1.74;46560
"1943-11-06";1.46;46561
"1943-11-07";1.3;46562
"1943-11-08";1.08;46563
"1943-11-09";0.98;46564
"1943-11-10";0.9;46565
"1943-11-11";0.88;46566
"1943-11-12";0.76;46567
"1943-11-13";0.68;46568
"1943-11-14";0.82;46569
"1943-11-15";0.82;46570
"1943-11-16";1.2;46571
"1943-11-17";1.2;46572
"1943-11-18";1.18;46573
"1943-11-19";1.42;46574
"1943-11-20";1.5;46575
"1943-11-21";1.5;46576
"1943-11-22";1.3;46577
"1943-11-23";1.2;46578
"1943-11-24";1.05;46579
"1943-11-25";1;46580
"1943-11-26";1.58;46581
"1943-11-27";1.7;46582
"1943-11-28";1.68;46583
"1943-11-29";1.6;46584
"1943-11-30";1.68;46585
"1943-12-01";2.48;46586
"1943-12-02";2.46;46587
"1943-12-03";2.34;46588
"1943-12-04";2.58;46589
"1943-12-05";3.92;46590
"1943-12-06";5.04;46591
"1943-12-07";4.62;46592
"1943-12-08";4.64;46593
"1943-12-09";3.7;46594
"1943-12-10";3.24;46595
"1943-12-11";2.96;46596
"1943-12-12";2.6;46597
"1943-12-13";2.34;46598
"1943-12-14";2.26;46599
"1943-12-15";2.12;46600
"1943-12-16";2.04;46601
"1943-12-17";2.1;46602
"1943-12-18";2.8;46603
"1943-12-19";2.4;46604
"1943-12-20";2.2;46605
"1943-12-21";2.2;46606
"1943-12-22";2.55;46607
"1943-12-23";2.86;46608
"1943-12-24";2.6;46609
"1943-12-25";2.44;46610
"1943-12-26";2.28;46611
"1943-12-27";2.12;46612
"1943-12-28";2;46613
"1943-12-29";1.88;46614
"1943-12-30";1.8;46615
"1943-12-31";1.7;46616
"1944-01-01";1.58;46617
"1944-01-02";1.42;46618
"1944-01-03";1.34;46619
"1944-01-04";1.28;46620
"1944-01-05";1.22;46621
"1944-01-06";1.25;46622
"1944-01-07";1.22;46623
"1944-01-08";1.2;46624
"1944-01-09";1.16;46625
"1944-01-10";1.15;46626
"1944-01-11";1.22;46627
"1944-01-12";1.08;46628
"1944-01-13";1.2;46629
"1944-01-14";1.5;46630
"1944-01-15";1.8;46631
"1944-01-16";1.92;46632
"1944-01-17";1.8;46633
"1944-01-18";1.76;46634
"1944-01-19";1.62;46635
"1944-01-20";1.58;46636
"1944-01-21";1.3;46637
"1944-01-22";1.22;46638
"1944-01-23";1.12;46639
"1944-01-24";1.06;46640
"1944-01-25";0.96;46641
"1944-01-26";1;46642
"1944-01-27";1.34;46643
"1944-01-28";1.7;46644
"1944-01-29";1.95;46645
"1944-01-30";2.08;46646
"1944-01-31";2;46647
"1944-02-01";2.05;46648
"1944-02-02";1.96;46649
"1944-02-03";1.94;46650
"1944-02-04";1.72;46651
"1944-02-05";1.6;46652
"1944-02-06";1.78;46653
"1944-02-07";1.88;46654
"1944-02-08";1.86;46655
"1944-02-09";1.92;46656
"1944-02-10";1.96;46657
"1944-02-11";2.06;46658
"1944-02-12";2.12;46659
"1944-02-13";2.18;46660
"1944-02-14";2.1;46661
"1944-02-15";2.08;46662
"1944-02-16";1.92;46663
"1944-02-17";1.84;46664
"1944-02-18";1.74;46665
"1944-02-19";1.56;46666
"1944-02-20";1.4;46667
"1944-02-21";1.34;46668
"1944-02-22";1.18;46669
"1944-02-23";1.02;46670
"1944-02-24";0.98;46671
"1944-02-25";0.88;46672
"1944-02-26";0.86;46673
"1944-02-27";0.88;46674
"1944-02-28";0.86;46675
"1944-02-29";1.64;46676
"1944-03-01";1.84;46677
"1944-03-02";1.64;46678
"1944-03-03";1.44;46679
"1944-03-04";1.4;46680
"1944-03-05";1.4;46681
"1944-03-06";1.25;46682
"1944-03-07";1.22;46683
"1944-03-08";1.2;46684
"1944-03-09";1.2;46685
"1944-03-10";1.08;46686
"1944-03-11";0.9;46687
"1944-03-12";0.86;46688
"1944-03-13";0.76;46689
"1944-03-14";0.8;46690
"1944-03-15";0.8;46691
"1944-03-16";1.14;46692
"1944-03-17";1.28;46693
"1944-03-18";1.46;46694
"1944-03-19";1.49;46695
"1944-03-20";1.4;46696
"1944-03-21";1.32;46697
"1944-03-22";1.32;46698
"1944-03-23";1.48;46699
"1944-03-24";1.4;46700
"1944-03-25";1.34;46701
"1944-03-26";1.28;46702
"1944-03-27";1.22;46703
"1944-03-28";1.2;46704
"1944-03-29";1.25;46705
"1944-03-30";1.38;46706
"1944-03-31";1.38;46707
"1944-04-01";1.44;46708
"1944-04-02";1.64;46709
"1944-04-03";1.68;46710
"1944-04-04";1.62;46711
"1944-04-05";1.72;46712
"1944-04-06";2.06;46713
"1944-04-07";2.06;46714
"1944-04-08";2.04;46715
"1944-04-09";1.9;46716
"1944-04-10";1.92;46717
"1944-04-11";1.96;46718
"1944-04-12";2;46719
"1944-04-13";1.94;46720
"1944-04-14";1.86;46721
"1944-04-15";1.8;46722
"1944-04-16";1.68;46723
"1944-04-17";1.54;46724
"1944-04-18";1.8;46725
"1944-04-19";1.96;46726
"1944-04-20";2.1;46727
"1944-04-21";2.04;46728
"1944-04-22";1.92;46729
"1944-04-23";1.78;46730
"1944-04-24";1.64;46731
"1944-04-25";1.48;46732
"1944-04-26";1.38;46733
"1944-04-27";1.32;46734
"1944-04-28";1.3;46735
"1944-04-29";1.18;46736
"1944-04-30";0.9;46737
"1944-05-01";0.88;46738
"1944-05-02";0.88;46739
"1944-05-03";0.9;46740
"1944-05-04";0.88;46741
"1944-05-05";0.88;46742
"1944-05-06";0.86;46743
"1944-05-07";0.9;46744
"1944-05-08";0.9;46745
"1944-05-09";0.8;46746
"1944-05-10";0.8;46747
"1944-05-11";0.8;46748
"1944-05-12";0.76;46749
"1944-05-13";0.66;46750
"1944-05-14";0.6;46751
"1944-05-15";0.54;46752
"1944-05-16";0.6;46753
"1944-05-17";0.64;46754
"1944-05-18";0.62;46755
"1944-05-19";0.62;46756
"1944-05-20";0.58;46757
"1944-05-21";0.78;46758
"1944-05-22";0.86;46759
"1944-05-23";0.98;46760
"1944-05-24";0.88;46761
"1944-05-25";0.76;46762
"1944-05-26";0.68;46763
"1944-05-27";0.58;46764
"1944-05-28";0.46;46765
"1944-05-29";0.58;46766
"1944-05-30";0.78;46767
"1944-05-31";1;46768
"1944-06-01";0.9;46769
"1944-06-02";0.8;46770
"1944-06-03";0.8;46771
"1944-06-04";0.7;46772
"1944-06-05";0.7;46773
"1944-06-06";0.64;46774
"1944-06-07";0.66;46775
"1944-06-08";0.68;46776
"1944-06-09";0.84;46777
"1944-06-10";0.86;46778
"1944-06-11";0.8;46779
"1944-06-12";0.88;46780
"1944-06-13";0.72;46781
"1944-06-14";0.78;46782
"1944-06-15";0.73;46783
"1944-06-16";0.72;46784
"1944-06-17";0.72;46785
"1944-06-18";0.72;46786
"1944-06-19";0.68;46787
"1944-06-20";0.58;46788
"1944-06-21";0.64;46789
"1944-06-22";0.52;46790
"1944-06-23";0.64;46791
"1944-06-24";0.68;46792
"1944-06-25";0.7;46793
"1944-06-26";0.6;46794
"1944-06-27";0.58;46795
"1944-06-28";0.68;46796
"1944-06-29";0.8;46797
"1944-06-30";0.76;46798
"1944-07-01";0.64;46799
"1944-07-02";0.64;46800
"1944-07-03";0.7;46801
"1944-07-04";0.68;46802
"1944-07-05";1.08;46803
"1944-07-06";1.44;46804
"1944-07-07";1.58;46805
"1944-07-08";1.4;46806
"1944-07-09";1.9;46807
"1944-07-10";2.06;46808
"1944-07-11";2.18;46809
"1944-07-12";1.88;46810
"1944-07-13";1.78;46811
"1944-07-14";1.58;46812
"1944-07-15";1.34;46813
"1944-07-16";1.28;46814
"1944-07-17";1.06;46815
"1944-07-18";0.96;46816
"1944-07-19";0.9;46817
"1944-07-20";0.8;46818
"1944-07-21";0.8;46819
"1944-07-22";0.64;46820
"1944-07-23";0.92;46821
"1944-07-24";1.18;46822
"1944-07-25";1.18;46823
"1944-07-26";1.08;46824
"1944-07-27";0.96;46825
"1944-07-28";0.92;46826
"1944-07-29";0.86;46827
"1944-07-30";0.9;46828
"1944-07-31";0.92;46829
"1944-08-01";0.88;46830
"1944-08-02";0.88;46831
"1944-08-03";0.86;46832
"1944-08-04";0.74;46833
"1944-08-05";0.7;46834
"1944-08-06";0.7;46835
"1944-08-07";0.7;46836
"1944-08-08";0.68;46837
"1944-08-09";0.72;46838
"1944-08-10";0.66;46839
"1944-08-11";0.58;46840
"1944-08-12";0.38;46841
"1944-08-13";0.36;46842
"1944-08-14";0.4;46843
"1944-08-15";0.4;46844
"1944-08-16";0.58;46845
"1944-08-17";0.7;46846
"1944-08-18";0.74;46847
"1944-08-19";0.88;46848
"1944-08-20";0.82;46849
"1944-08-21";0.84;46850
"1944-08-22";0.84;46851
"1944-08-23";0.86;46852
"1944-08-24";0.8;46853
"1944-08-25";0.76;46854
"1944-08-26";0.76;46855
"1944-08-27";0.88;46856
"1944-08-28";1.04;46857
"1944-08-29";1.04;46858
"1944-08-30";0.96;46859
"1944-08-31";0.98;46860
"1944-09-01";1.04;46861
"1944-09-02";1.09;46862
"1944-09-03";1.34;46863
"1944-09-04";2.06;46864
"1944-09-05";2.3;46865
"1944-09-06";1.96;46866
"1944-09-07";1.84;46867
"1944-09-08";1.84;46868
"1944-09-09";2.14;46869
"1944-09-10";2;46870
"1944-09-11";1.78;46871
"1944-09-12";1.64;46872
"1944-09-13";1.44;46873
"1944-09-14";1.2;46874
"1944-09-15";0.98;46875
"1944-09-16";1.12;46876
"1944-09-17";1.24;46877
"1944-09-18";1.3;46878
"1944-09-19";2.1;46879
"1944-09-20";2.34;46880
"1944-09-21";2.34;46881
"1944-09-22";2.04;46882
"1944-09-23";1.98;46883
"1944-09-24";1.82;46884
"1944-09-25";1.74;46885
"1944-09-26";1.76;46886
"1944-09-27";1.68;46887
"1944-09-28";1.62;46888
"1944-09-29";1.58;46889
"1944-09-30";1.6;46890
"1944-10-01";1.46;46891
"1944-10-02";1.38;46892
"1944-10-03";1.38;46893
"1944-10-04";1.35;46894
"1944-10-05";1.38;46895
"1944-10-06";1.28;46896
"1944-10-07";1.48;46897
"1944-10-08";1.9;46898
"1944-10-09";2.18;46899
"1944-10-10";1.96;46900
"1944-10-11";1.94;46901
"1944-10-12";1.98;46902
"1944-10-13";2.5;46903
"1944-10-14";2.88;46904
"1944-10-15";2.54;46905
"1944-10-16";2.98;46906
"1944-10-17";3.08;46907
"1944-10-18";3;46908
"1944-10-19";3.32;46909
"1944-10-20";3.44;46910
"1944-10-21";3.66;46911
"1944-10-22";3.66;46912
"1944-10-23";3.64;46913
"1944-10-24";3.44;46914
"1944-10-25";3.2;46915
"1944-10-26";3.1;46916
"1944-10-27";3.1;46917
"1944-10-28";2.98;46918
"1944-10-29";2.9;46919
"1944-10-30";2.62;46920
"1944-10-31";2.48;46921
"1944-11-01";2.36;46922
"1944-11-02";2.32;46923
"1944-11-03";3.4;46924
"1944-11-04";4;46925
"1944-11-05";3.8;46926
"1944-11-06";3.16;46927
"1944-11-07";2.94;46928
"1944-11-08";2.68;46929
"1944-11-09";2.84;46930
"1944-11-10";4.39;46931
"1944-11-11";4.66;46932
"1944-11-12";4.9;46933
"1944-11-13";5.06;46934
"1944-11-14";4.64;46935
"1944-11-15";4.22;46936
"1944-11-16";4.54;46937
"1944-11-17";4.5;46938
"1944-11-18";4.42;46939
"1944-11-19";4.2;46940
"1944-11-20";4.04;46941
"1944-11-21";4.02;46942
"1944-11-22";4.34;46943
"1944-11-23";4.5;46944
"1944-11-24";4.6;46945
"1944-11-25";5;46946
"1944-11-26";5.22;46947
"1944-11-27";5.62;46948
"1944-11-28";6.05;46949
"1944-11-29";6.25;46950
"1944-11-30";6.16;46951
"1944-12-01";5.84;46952
"1944-12-02";5.5;46953
"1944-12-03";4.92;46954
"1944-12-04";4.6;46955
"1944-12-05";4.44;46956
"1944-12-06";4.38;46957
"1944-12-07";4.64;46958
"1944-12-08";4.92;46959
"1944-12-09";5.1;46960
"1944-12-10";5.18;46961
"1944-12-11";5.22;46962
"1944-12-12";5.34;46963
"1944-12-13";5.38;46964
"1944-12-14";5.16;46965
"1944-12-15";5;46966
"1944-12-16";4.86;46967
"1944-12-17";4.16;46968
"1944-12-18";3.8;46969
"1944-12-19";4.36;46970
"1944-12-20";4.88;46971
"1944-12-21";4.44;46972
"1944-12-22";3.8;46973
"1944-12-23";3.44;46974
"1944-12-24";3.08;46975
"1944-12-25";2.84;46976
"1944-12-26";2.56;46977
"1944-12-27";2.4;46978
"1944-12-28";2.24;46979
"1944-12-29";2.14;46980
"1944-12-30";2.04;46981
"1944-12-31";1.88;46982
"1945-01-01";1.78;46983
"1945-01-02";1.6;46984
"1945-01-03";1.46;46985
"1945-01-04";1.58;46986
"1945-01-05";1.64;46987
"1945-01-06";1.66;46988
"1945-01-07";1.54;46989
"1945-01-08";1.46;46990
"1945-01-09";1.44;46991
"1945-01-10";1.32;46992
"1945-01-11";1.36;46993
"1945-01-12";1.26;46994
"1945-01-13";1.25;46995
"1945-01-14";1.24;46996
"1945-01-15";1.12;46997
"1945-01-16";1.096;46998
"1945-01-17";0.96;46999
"1945-01-18";1.1;47000
"1945-01-19";1.12;47001
"1945-01-20";1.14;47002
"1945-01-21";1.2;47003
"1945-01-22";1.14;47004
"1945-01-23";1.06;47005
"1945-01-24";0.92;47006
"1945-01-25";1.16;47007
"1945-01-26";1.18;47008
"1945-01-27";1.24;47009
"1945-01-28";1.48;47010
"1945-01-29";1.48;47011
"1945-01-30";1.46;47012
"1945-01-31";1.3;47013
"1945-02-01";1.38;47014
"1945-02-02";1.68;47015
"1945-02-03";2.04;47016
"1945-02-04";2.4;47017
"1945-02-05";2.64;47018
"1945-02-06";2.98;47019
"1945-02-07";3.98;47020
"1945-02-08";4.28;47021
"1945-02-09";4.36;47022
"1945-02-10";4.18;47023
"1945-02-11";4.08;47024
"1945-02-12";3.94;47025
"1945-02-13";4.04;47026
"1945-02-14";4.5;47027
"1945-02-15";4.78;47028
"1945-02-16";5.06;47029
"1945-02-17";5.06;47030
"1945-02-18";4.5;47031
"1945-02-19";4.16;47032
"1945-02-20";3.98;47033
"1945-02-21";3.84;47034
"1945-02-22";3.72;47035
"1945-02-23";3.56;47036
"1945-02-24";3.34;47037
"1945-02-25";3.04;47038
"1945-02-26";2.82;47039
"1945-02-27";2.66;47040
"1945-02-28";2.46;47041
"1945-03-01";2.36;47042
"1945-03-02";2.24;47043
"1945-03-03";2.1;47044
"1945-03-04";1.98;47045
"1945-03-05";1.88;47046
"1945-03-06";1.72;47047
"1945-03-07";1.6;47048
"1945-03-08";1.62;47049
"1945-03-09";1.52;47050
"1945-03-10";1.56;47051
"1945-03-11";1.68;47052
"1945-03-12";1.82;47053
"1945-03-13";1.78;47054
"1945-03-14";1.78;47055
"1945-03-15";1.82;47056
"1945-03-16";1.82;47057
"1945-03-17";1.8;47058
"1945-03-18";1.66;47059
"1945-03-19";1.66;47060
"1945-03-20";1.58;47061
"1945-03-21";1.54;47062
"1945-03-22";1.58;47063
"1945-03-23";1.5;47064
"1945-03-24";1.54;47065
"1945-03-25";1.54;47066
"1945-03-26";1.62;47067
"1945-03-27";1.98;47068
"1945-03-28";1.86;47069
"1945-03-29";1.94;47070
"1945-03-30";1.86;47071
"1945-03-31";1.86;47072
"1945-04-01";1.8;47073
"1945-04-02";1.86;47074
"1945-04-03";1.78;47075
"1945-04-04";1.8;47076
"1945-04-05";2;47077
"1945-04-06";2.02;47078
"1945-04-07";1.78;47079
"1945-04-08";1.64;47080
"1945-04-09";1.54;47081
"1945-04-10";1.44;47082
"1945-04-11";1.34;47083
"1945-04-12";1.24;47084
"1945-04-13";1.3;47085
"1945-04-14";1.44;47086
"1945-04-15";1.54;47087
"1945-04-16";1.62;47088
"1945-04-17";1.6;47089
"1945-04-18";1.66;47090
